,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15,2022-08-15,286.45327109126504,264.6235139936448,321.55685947614813,286.45327109126504,286.45327109126504,8.152214075210543,8.152214075210543,8.152214075210543,8.152214075210543,8.152214075210543,8.152214075210543,0.0,0.0,0.0,294.6054851664756
16,2022-08-16,285.57797172799275,264.8598984462381,318.1876886139704,285.57797172799275,285.57797172799275,6.544577627066947,6.544577627066947,6.544577627066947,6.544577627066947,6.544577627066947,6.544577627066947,0.0,0.0,0.0,292.1225493550597
17,2022-08-17,284.70267233341616,264.19899681674434,320.59452656361515,284.70267233341616,284.70267233341616,7.789508054034178,7.789508054034178,7.789508054034178,7.789508054034178,7.789508054034178,7.789508054034178,0.0,0.0,0.0,292.49218038745033
18,2022-08-18,283.8273729388396,260.90923416476465,320.3334101955629,283.8273729388396,283.8273729388396,7.200193369732555,7.200193369732555,7.200193369732555,7.200193369732555,7.200193369732555,7.200193369732555,0.0,0.0,0.0,291.02756630857215
19,2022-08-19,282.95207354426293,262.4383970646849,319.02644692577434,282.95207354426293,282.95207354426293,7.586325339783136,7.586325339783136,7.586325339783136,7.586325339783136,7.586325339783136,7.586325339783136,0.0,0.0,0.0,290.53839888404605
20,2022-08-22,280.3261753605331,261.34710123858866,318.4954136632021,280.3261753605331,280.3261753605331,8.15221407513301,8.15221407513301,8.15221407513301,8.15221407513301,8.15221407513301,8.15221407513301,0.0,0.0,0.0,288.47838943566614
21,2022-08-23,279.4508759659565,257.55916646588173,313.11289274539075,279.4508759659565,279.4508759659565,6.544577627099001,6.544577627099001,6.544577627099001,6.544577627099001,6.544577627099001,6.544577627099001,0.0,0.0,0.0,285.9954535930555
22,2022-08-24,278.57557657137994,258.16666578959604,314.01725471814115,278.57557657137994,278.57557657137994,7.789508054034161,7.789508054034161,7.789508054034161,7.789508054034161,7.789508054034161,7.789508054034161,0.0,0.0,0.0,286.3650846254141
23,2022-08-25,277.70027717680335,256.11633981648595,313.3818878403399,277.70027717680335,277.70027717680335,7.200193369727188,7.200193369727188,7.200193369727188,7.200193369727188,7.200193369727188,7.200193369727188,0.0,0.0,0.0,284.9004705465305
24,2022-08-26,276.8249777822267,256.77818086873407,310.65674522534164,276.8249777822267,276.8249777822267,7.5863253397866295,7.5863253397866295,7.5863253397866295,7.5863253397866295,7.5863253397866295,7.5863253397866295,0.0,0.0,0.0,284.41130312201335
